OBJECTID,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,SHAPE_Length,SHAPE_Area
326,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{A0F88E6C-37F4-4A78-9FA5-888C271D8C19},349,PINN,Lands - http://landsnet.nps.gov/tractsnet/documents/PINN/Metadata/pinn_metadata.xml,Pinnacles National Park,2014/02/05 00:00:00+00,CA,PW,247533,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2208014,Pinnacles,95099.5602067501,167545646.550149
327,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{A4FD8555-539C-4333-AB31-A475F4A711E8},350,REDW,Lands - http://landsnet.nps.gov/tractsnet/documents/REDW/Metadata/redw_metadata.xml,Redwood National Park,2023/09/16 10:09:35+00,CA,PW,277109,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2301126,Redwood,397741.961888827,1025861893.8427
328,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{8E25D37F-4CFB-4013-890A-E460667190B4},351,RORI,Lands - http://landsnet.nps.gov/tractsnet/documents/RORI/Metadata/rori_metadata.xml,Rosie the Riveter/World War II Home Front National Historical Park,2010/05/17 00:00:00+00,CA,PW,2026588,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165602,Rosie the Riveter WWII Home Front,17849.9311614169,971229.57990174
329,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{A4837D3A-1723-468B-8346-D4D10B41486C},352,JOMU,Lands - http://landsnet.nps.gov/tractsnet/documents/JOMU/Metadata/jomu_metadata.xml,John Muir National Historic Site,2023/09/15 09:24:23+00,CA,PW,226274,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2169651,John Muir,10001.4376939446,2530028.08128994
330,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{D79444F0-F1C4-4BE0-A8B8-891A23A6CF5C},353,MUWO,Lands - http://landsnet.nps.gov/tractsnet/documents/MUWO/Metadata/muwo_metadata.xml,Muir Woods National Monument,2019/09/18 00:00:00+00,CA,PW,229295,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2185780,Muir Woods,14889.1586715582,3614087.0592991
331,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{BF725981-37A7-4BE1-A505-27C401BBDF13},354,PORE,Lands - http://landsnet.nps.gov/tractsnet/documents/PORE/Metadata/pore_metadata.xml,Point Reyes National Seashore,2005/10/25 00:00:00+00,CA,PW,234493,National Seashore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239938,Point Reyes,206245.489678691,469817811.593888
332,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{4EBF2C8D-3A69-47D0-A0CC-F1268C3AA5A8},355,SAMO,Lands - http://landsnet.nps.gov/tractsnet/documents/SAMO/Metadata/samo_metadata.xml,Santa Monica Mountains National Recreation Area,2020/04/07 00:00:00+00,CA,PW,277263,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2272445,Santa Monica Mountains,421692.002185615,909865167.814707
333,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{F63CBB8F-9F62-41CE-AED0-A9FD2A8B6548},356,SEQU,Lands - http://landsnet.nps.gov/tractsnet/documents/SEQU/Metadata/sequ_metadata.xml,Sequoia National Park,2008/11/26 00:00:00+00,CA,PW,266000,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048045,Sequoia,320822.951741343,2553244941.62492
334,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{7E04E23A-2DCB-4A32-A696-71A862766914},357,KICA,Lands - http://landsnet.nps.gov/tractsnet/documents/KICA/Metadata/kica_metadata.xml,Kings Canyon National Park,2023/12/20 00:00:00+00,CA,PW,255948,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2180625,Kings Canyon,393124.538366625,2909305717.39018
335,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{7A85202D-368E-4C13-B6C1-6BAC729B9898},358,DEPO,Lands - http://landsnet.nps.gov/tractsnet/documents/DEPO/Metadata/depo_metadata.xml,Devils Postpile National Monument,2013/01/25 00:00:00+00,CA,PW,266641,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194467,Devils Postpile,12213.1986000054,5164892.44014114
336,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{8A10309D-41C6-44D2-A010-3BDDBB255569},359,POCH,Lands - http://landsnet.nps.gov/tractsnet/documents/POCH/Metadata/poch_metadata.xml,Port Chicago Naval Magazine National Memorial,2015/04/21 00:00:00+00,CA,PW,1967105,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221822,Port Chicago Naval Magazine,994.365620827029,42316.790657461
337,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{2216D60E-D0B8-4D3A-A9F8-91E9DA094C7E},360,CAGR,Lands - http://landsnet.nps.gov/tractsnet/documents/CAGR/Metadata/cagr_metadata.xml,Casa Grande Ruins National Monument,2020/04/29 00:00:00+00,AZ,IM,44811,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2215969,Casa Grande Ruins,6729.68493793731,2730084.223346
338,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{2A1C118F-5C41-4386-824F-F73C9AE5479A},361,CHIR,Lands - http://landsnet.nps.gov/tractsnet/documents/CHIR/Metadata/chir_metadata.xml,Chiricahua National Monument,2014/09/10 00:00:00+00,AZ,IM,2877,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047934,Chiricahua,38291.8547746683,68895752.6750683
339,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{C874956E-77BB-4915-B0AC-FF76C177161F},362,CORO,Lands - http://landsnet.nps.gov/tractsnet/documents/CORO/Metadata/coro_metadata.xml,Coronado National Memorial,2023/09/14 15:55:00+00,AZ,IM,40512,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2174268,Coronado,22919.5297123677,26779356.4780336
340,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{7D3A4709-5C32-4D57-BFBD-62D079E10C72},363,FOBO,Lands - http://landsnet.nps.gov/tractsnet/documents/FOBO/Metadata/fobo_metadata.xml,Fort Bowie National Historic Site,2022/11/16 10:54:06+00,AZ,IM,1888916,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047958,Fort Bowie,17797.7612184836,5645817.17037753
341,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{8BB376A2-C4B8-48A4-B736-0348E97D08B2},364,MOCA,Lands - http://landsnet.nps.gov/tractsnet/documents/MOCA/Metadata/moca_metadata.xml,Montezuma Castle National Monument,2011/09/20 00:00:00+00,AZ,IM,31964,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2180624,Montezuma Castle,15908.5509715793,6060542.74641349
342,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{33411EA5-ABBE-476E-ACCE-D35F93D82DB1},365,ORPI,Lands - http://landsnet.nps.gov/tractsnet/documents/ORPI/Metadata/orpi_metadata.xml,Organ Pipe Cactus National Monument,2017/05/12 00:00:00+00,AZ,IM,15492,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048029,Organ Pipe Cactus,199507.903903928,1867745807.08271
343,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{810D8A9B-1764-4648-B540-886A776D1CDF},366,SAGU,Lands - http://landsnet.nps.gov/tractsnet/documents/SAGU/Metadata/sagu_metadata.xml,Saguaro National Park,2023/06/16 15:17:44+00,AZ,IM,10683,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225704,Saguaro,195097.57769939,530570469.646047
344,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{590E190D-75E1-4372-AB01-FA6CB744F06E},367,TONT,Lands - http://landsnet.nps.gov/tractsnet/documents/TONT/Metadata/tont_metadata.xml,Tonto National Monument,2006/02/23 00:00:00+00,AZ,IM,35382,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048053,Tonto,11635.7828610532,6567120.87265205
345,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{FB881DF2-5BFD-4AC6-B292-2C3B9D410B6E},368,TUMA,Lands - http://landsnet.nps.gov/tractsnet/documents/TUMA/Metadata/tuma_metadata.xml,Tumacacori National Historical Park,2018/04/05 00:00:00+00,AZ,IM,35519,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239936,Tumacácori,10102.4446192197,2026700.30639904
346,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{0F4B3E67-9F1C-4053-BA4C-9D34A0C13FD9},369,TUZI,Lands - http://landsnet.nps.gov/tractsnet/documents/TUZI/Metadata/tuzi_metadata.xml,Tuzigoot National Monument,2003/11/21 00:00:00+00,AZ,IM,35601,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048056,Tuzigoot,10780.4087408303,4885591.97879507
347,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{399FE9A2-744E-41E1-ABEF-A793F1C14D1F},370,PIMA,Lands - http://landsnet.nps.gov/tractsnet/documents/PIMA/Metadata/pima_metadata.xml,Hohokam Pima National Monument,2010/09/20 00:00:00+00,AZ,IM,25440,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166444,Hohokam Pima,16841.6508446448,9779859.27905954
348,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{DBB4929A-C7B5-4E37-9773-1349B0D90EA0},371,WHIS,Lands - http://landsnet.nps.gov/tractsnet/documents/WHIS/Metadata/whis_metadata.xml,Whiskeytown-Shasta-Trinity National Recreation Area,2020/04/29 00:00:00+00,CA,PW,277264,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049059,Whiskeytown,88503.7715826544,296227722.178906
349,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{91DBF68D-86C7-48FB-BC7A-0151A6A9656B},372,MANZ,Lands - http://landsnet.nps.gov/tractsnet/documents/MANZ/Metadata/manz_metadata.xml,Manzanar National Historic Site,2008/03/04 00:00:00+00,CA,PW,1804731,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048405,Manzanar,8941.59324740144,5134513.37125372
350,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{A9C959A5-0B04-4F47-A68A-9875FD5B7428},373,WAPA,Lands - http://landsnet.nps.gov/tractsnet/documents/WAPA/Metadata/wapa_metadata.xml,War in the Pacific National Historical Park,2015/02/04 00:00:00+00,GU,PW,1828962,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2220225,War in the Pacific,39726.1501876607,8198056.66734298
351,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{129135EB-A1A4-4E2A-9706-97B70D68FF32},374,YOSE,Lands - http://landsnet.nps.gov/tractsnet/documents/YOSE/Metadata/yose_metadata.xml,Yosemite National Park,2022/10/11 15:53:03+00,CA,PW,255923,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2210713,Yosemite,396844.5077302,4861851613.8489
352,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{07A7FA7F-0D8D-4C57-A0F4-6894D85B9658},375,PERL,Lands - http://landsnet.nps.gov/tractsnet/documents/PERL/Metadata/perl_metadata.xml,Pearl Harbor National Memorial,2019/08/29 00:00:00+00,HI,PW,need,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2266794 ,Pearl Harbor,3525.1571962327,101961.171053967
353,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{7546BA2E-EC59-4C0C-837D-0DA9A2E7C8C0},376,NPSA,Lands - http://landsnet.nps.gov/tractsnet/documents/NPSA/Metadata/npsa_metadata.xml,National Park of American Samoa,2016/05/25 00:00:00+00,AS,PW,1966567,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229066,National Park of American Samoa,73521.0968807814,48283336.7120608
354,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{EE355DD2-0C3D-48D2-AA17-AA6F3612D6C3},377,SAFR,Lands - http://landsnet.nps.gov/tractsnet/documents/SAFR/Metadata/safr_metadata.xml,San Francisco Maritime National Historical Park,2013/02/19 00:00:00+00,CA,PW,1877542,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194486,San Francisco Maritime,3728.65975293526,644204.277797335
355,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{3BD0AA7C-9171-48AA-87BB-4DF780B238BE},378,JODA,Lands - http://landsnet.nps.gov/tractsnet/documents/JODA/Metadata/joda_metadata.xml,John Day Fossil Beds National Monument,2015/07/08 00:00:00+00,OR,PW,1133439,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223246,John Day Fossil Beds,113228.463536795,111782232.818187
356,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{19E1C4E7-28AC-418B-A56A-342DECA63304},379,LARO,Unofficial Boundary of Lake Roosevelt National Recreation Area.,Lake Roosevelt National Recreation Area,2015/04/22 00:00:00+00,WA,PW,1531834,National Recreation Area,Region,Preliminary data. Contact the Land Resources Program for additional information.,Lake Roosevelt,1179060.77996814,717714786.379512
357,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{5BB5F86C-DEC0-4230-AFD1-996578B1E85C},380,CRMO,Lands - http://landsnet.nps.gov/tractsnet/documents/CRMO/Metadata/crmo_metadata.xml,Craters of the Moon National Monument,2017/05/31 00:00:00+00,ID,PW,1986829,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2242146,Craters of the Moon,126953.684541142,409466801.733984
358,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{5E76E4EA-2843-4E13-AC28-A161B743AD5B},381,CRMP,Lands - http://landsnet.nps.gov/tractsnet/documents/CRMP/Metadata/crmp_metadata.xml,Craters of the Moon National Preserve,2017/05/31 00:00:00+00,ID,PW,1986829,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2242147,Craters of the Moon,667331.340810273,5317015489.84557
359,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{922FC710-0BC4-4D13-A9B2-1688B8FDB5D3},382,EBLA,Unofficial Boundary of Ebey's Landing National Historical Reserve.,Ebey's Landing National Historical Reserve,2015/04/22 00:00:00+00,WA,PW,1888910,National Reserve,Region,Preliminary data. Contact the Land Resources Program for additional information.,Ebey's Landing,67004.8574525185,164337932.376314
360,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{C1ED986C-818D-445B-94A7-3E1DD788C68C},383,CRLA,Lands - http://landsnet.nps.gov/tractsnet/documents/CRLA/Metadata/crla_metadata.xml,Crater Lake National Park,2017/06/05 00:00:00+00,OR,PW,1163670,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2242144,Crater Lake,177640.646425044,1379224002.72324
361,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{17960C73-00CD-42E9-AFD0-4E114CF470CE},385,ORCA,Lands - http://landsnet.nps.gov/tractsnet/documents/ORCA/Metadata/orca_metadata.xml,Oregon Caves National Monument and Preserve,2021/06/14 00:00:00+00,OR,PW,1147260,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221819,Oregon Caves,28474.7597569066,33332372.0096097
362,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{C3622E9C-C9FD-4C56-A942-390BA3984D5E},387,MIIN,Lands - http://landsnet.nps.gov/tractsnet/documents/MIIN/Metadata/miin_metadata.xml,Minidoka National Historic Site,2015/10/15 00:00:00+00,ID,PW,2766708,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225702,Minidoka,12061.1955237845,2998805.29601712
363,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{39A709F4-A6C6-48CF-8EA6-55430EBC8746},388,NEPE,Unofficial Boundary of Nez Perce National Historical Park.,Nez Perce National Historical Park,2013/12/18 00:00:00+00,ID,PW,394735,National Historical Park,Region,Preliminary data. Contact the Land Resources Program for additional information.,Nez Perce,88245.3243201895,36212452.618451
364,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{E58F8BA5-D204-4FFB-BC87-26F69B7E526B},389,LEWI,Unofficial Boundary of Lewis and Clark National Historical Park.,Lewis and Clark National Historical Park,2019/09/10 00:00:00+00,OR,PW,2055170,National Historical Park,RISD,Preliminary data. Contact the Land Resources Program for additional information.,Lewis and Clark,79833.759188353,30650699.7742399
365,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{CA25A337-0801-4AE6-B602-CDEA3B97C200},390,FOVA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOVA/Metadata/fova_metadata.xml,Fort Vancouver National Historic Site,2011/03/03 00:00:00+00,OR,PW,1504974,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171108,Fort Vancouver,11765.8235856278,1723304.78992688
366,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{4E6C9510-9726-4C42-8038-EC417366F910},391,MORA,Lands - http://landsnet.nps.gov/tractsnet/documents/MORA/Metadata/mora_metadata.xml,Mount Rainier National Park,2015/11/17 00:00:00+00,WA,PW,1528416,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171131,Mount Rainier,217660.012977117,2045641242.28435
367,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{520F5112-594E-46E8-9684-8906FE93DD8B},392,NOCA,Lands - http://landsnet.nps.gov/tractsnet/documents/NOCA/Metadata/noca_metadata.xml,North Cascades National Park,2016/09/26 00:00:00+00,WA,PW,1528421,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235464,North Cascades,535900.276950234,4656124607.06111
368,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{102A9325-0B6A-400D-A5E0-C5AF19653D06},393,LACH,Lands - http://landsnet.nps.gov/tractsnet/documents/LACH/Metadata/lach_metadata.xml,Lake Chelan National Recreation Area,2023/06/23 14:49:04+00,WA,PW,1528425,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235462,Lake Chelan,136446.830769544,576004189.45908
369,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{BD765CE8-78A3-49FA-8876-FE22E52A1896},394,ROLA,Lands - http://landsnet.nps.gov/tractsnet/documents/ROLA/Metadata/rola_metadata.xml,Ross Lake National Recreation Area,2018/01/18 00:00:00+00,WA,PW,1528419,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235465,Ross Lake,268919.629824358,1087597961.83505
370,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{44ED64B7-4576-486F-808C-1BCD77A9DBE7},395,OLYM,Unofficial Boundary of Olympic National Park.,Olympic National Park,2015/04/22 00:00:00+00,WA,PW,1530459,National Park,Region,Preliminary data. Contact the Land Resources Program for additional information.,Olympic,1158605.37849572,8203590771.60238
371,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{885A0FE6-13C9-431C-BB25-1EE01AD51962},396,SAJH,Unofficial Boundary of San Juan Island National Historical Park.,San Juan Island National Historical Park,2015/07/24 00:00:00+00,WA,PW,1534055,National Historical Park,Region,Preliminary data. Contact the Land Resources Program for additional information.,San Juan Island,40164.149613909,19608318.3269899
372,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{539D7C85-C1B4-4F3C-B53D-0CA4BD850EBD},397,WHMI,Lands - http://landsnet.nps.gov/tractsnet/documents/WHMI/Metadata/whmi_metadata.xml,Whitman Mission National Historic Site,2011/10/27 00:00:00+00,WA,PW,1531185,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2180628,Whitman Mission,6356.42115763622,1165190.58075111
373,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{01F49588-2600-4EF8-8AE1-608003C2FECF},398,CIRO,Lands - http://landsnet.nps.gov/tractsnet/documents/CIRO/Metadata/ciro_metadata.xml,City of Rocks National Reserve,2023/06/20 13:52:08+00,ID,PW,401309,National Reserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171130,City of Rocks,55058.6979908694,107630941.864729
374,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{DC71D96E-67D1-4A72-993C-A0CB187BED2E},399,HAFO,Lands - http://landsnet.nps.gov/tractsnet/documents/HAFO/Metadata/hafo_metadata.xml,Hagerman Fossil Beds National Monument,2008/09/04 00:00:00+00,ID,PW,395749,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2169655,Hagerman Fossil Beds,46102.361380863,32934566.8357078
375,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{23BC5488-40F3-446B-95D4-633F5FF70E55},401,ALAG,Lands - http://landsnet.nps.gov/tractsnet/documents/ALAG/Metadata/alag_metadata.xml,Alagnak Wild River,2019/03/21 00:00:00+00,AK,AK,2733449,National Wild & Scenic River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225686,Alagnak,355058.637305282,471454874.943813
376,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{4BBE2551-CED4-4DAE-BD43-561438856E50},402,ANIA,Lands - http://landsnet.nps.gov/tractsnet/documents/ANIA/Metadata/ania_metadata.xml,Aniakchak National Preserve,2019/03/21 00:00:00+00,AK,AK,1416034,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225685,Aniakchak,560029.115293904,6295613356.08361
377,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{C1D60A2B-B55C-4054-9590-04121D955E65},403,ANIA,Lands - http://landsnet.nps.gov/tractsnet/documents/ANIA/Metadata/ania_metadata.xml,Aniakchak National Monument,2019/03/21 00:00:00+00,AK,AK,1416034,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225685,Aniakchak,203938.433035298,1858321465.27931
378,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{31BF1B2A-86CA-4628-AE93-4CFCF73C79FD},404,BELA,Lands - http://landsnet.nps.gov/tractsnet/documents/BELA/Metadata/bela_metadata.xml,Bering Land Bridge National Preserve,2019/03/21 00:00:00+00,AK,AK,1416037,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225684,Bering Land Bridge,2294617.88165147,67597384711.1501
379,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{4AC11062-9B50-4A11-B621-FE3104DB785F},405,CAKR,Lands - http://landsnet.nps.gov/tractsnet/documents/CAKR/Metadata/cakr_metadata.xml,Cape Krusenstern National Monument,2022/03/24 00:00:00+00,AK,AK,1416038,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225689,Cape Krusenstern,997377.469306395,17732641949.1668
380,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{1CCC4AB1-BC55-4EC9-A46E-8BE2D2834212},406,DENA,Lands - http://landsnet.nps.gov/tractsnet/documents/DENA/Metadata/dena_metadata.xml,Denali National Preserve,2022/03/24 00:00:00+00,AK,AK,2760439,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225691,Denali,1423285.38091187,26357033071.5993
381,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{7C23E883-904A-48FB-B3D6-CFC87C5A7E0D},407,DENA,Lands - http://landsnet.nps.gov/tractsnet/documents/DENA/Metadata/dena_metadata.xml,Denali National Park,2022/03/24 00:00:00+00,AK,AK,2760439,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225691,Denali,1815301.28668984,93900615022.672
382,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{FCD6CD15-8F0B-4874-9DBB-0B05B1203B1D},408,GAAR,Lands - http://landsnet.nps.gov/tractsnet/documents/GAAR/Metadata/gaar_metadata.xml,Gates of the Arctic National Preserve,2019/03/21 00:00:00+00,AK,AK,1416040,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225693,Gates of the Arctic,1424110.57294991,25732643142.6138
383,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{A45DC90E-C1CE-4781-9BBC-9E57226B10AB},409,GAAR,Lands - http://landsnet.nps.gov/tractsnet/documents/GAAR/Metadata/gaar_metadata.xml,Gates of the Arctic National Park,2019/03/21 00:00:00+00,AK,AK,1416040,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225693,Gates of the Arctic,3462283.50821806,212324575567.217
